建物種別,建物名,路線情報,駅名,賃料,管理費,月額
賃貸マンション,シャーメゾン北上尾,ＪＲ高崎線/北上尾駅 歩6分,北上尾,13.4,0.7,14.1
賃貸マンション,ＪＲ高崎線 北上尾駅 3階建 新築,ＪＲ高崎線/北上尾駅 歩6分,北上尾,11.0,0.7,11.7
賃貸マンション,第７藤島マンション,ＪＲ京浜東北線/川口駅 歩7分,川口,13.1,0.9,14.0
賃貸アパート,中新第２ビル新越谷,東武伊勢崎線/新越谷駅 歩7分,新越谷,10.0,0.5,10.5
賃貸マンション,（仮称）浦和区針ヶ谷３丁目メゾン,ＪＲ京浜東北線/与野駅 歩4分,与野,13.9,0.75,14.65
賃貸マンション,（仮称）浦和区針ヶ谷３丁目メゾン,ＪＲ京浜東北線/与野駅 歩4分,与野,14.0,0.75,14.75
賃貸マンション,バンホフ川口元郷,埼玉高速鉄道/川口元郷駅 歩1分,川口元郷,13.4,0.8,14.200000000000001
賃貸マンション,バンホフ川口元郷,埼玉高速鉄道/川口元郷駅 歩1分,川口元郷,13.7,0.9,14.6
賃貸アパート,ＪＲ京浜東北線 北浦和駅 3階建 新築,ＪＲ京浜東北線/北浦和駅 歩6分,北浦和,10.6,0.5,11.1
賃貸アパート,ＪＲ京浜東北線 北浦和駅 3階建 新築,ＪＲ京浜東北線/北浦和駅 歩6分,北浦和,10.6,0.5,11.1
賃貸アパート,ＪＲ京浜東北線 北浦和駅 3階建 新築,ＪＲ京浜東北線/北浦和駅 歩6分,北浦和,10.8,0.5,11.3
賃貸アパート,ＪＲ京浜東北線 北浦和駅 3階建 新築,ＪＲ京浜東北線/北浦和駅 歩6分,北浦和,10.9,0.5,11.4
賃貸アパート,ＪＲ京浜東北線 北浦和駅 3階建 新築,ＪＲ京浜東北線/北浦和駅 歩6分,北浦和,10.9,0.5,11.4
賃貸アパート,ＪＲ京浜東北線 北浦和駅 3階建 新築,ＪＲ京浜東北線/北浦和駅 歩6分,北浦和,10.9,0.5,11.4
賃貸アパート,ＪＲ京浜東北線 北浦和駅 3階建 新築,ＪＲ京浜東北線/北浦和駅 歩6分,北浦和,11.1,0.5,11.6
賃貸アパート,ＪＲ京浜東北線 北浦和駅 3階建 新築,ＪＲ京浜東北線/北浦和駅 歩6分,北浦和,11.2,0.5,11.7
賃貸アパート,ＪＲ京浜東北線 北浦和駅 3階建 新築,ＪＲ京浜東北線/北浦和駅 歩6分,北浦和,11.3,0.5,11.8
賃貸アパート,ＪＲ京浜東北線 北浦和駅 3階建 新築,ＪＲ京浜東北線/北浦和駅 歩6分,北浦和,11.4,0.5,11.9
賃貸マンション,つくばエクスプレス 八潮駅 5階建 築6年,つくばエクスプレス/八潮駅 歩3分,八潮,10.9,0.7,11.6
賃貸アパート,ＪＲ京浜東北線 北浦和駅 3階建 新築,ＪＲ京浜東北線/北浦和駅 歩5分,北浦和,10.1,0.5,10.6
賃貸アパート,ＪＲ京浜東北線 北浦和駅 3階建 新築,ＪＲ京浜東北線/北浦和駅 歩5分,北浦和,10.4,0.5,10.9
賃貸アパート,ＪＲ京浜東北線 北浦和駅 3階建 新築,ＪＲ京浜東北線/北浦和駅 歩5分,北浦和,10.4,0.5,10.9
賃貸アパート,ＪＲ京浜東北線 北浦和駅 3階建 新築,ＪＲ京浜東北線/北浦和駅 歩5分,北浦和,10.4,0.5,10.9
賃貸アパート,ＪＲ京浜東北線 北浦和駅 3階建 新築,ＪＲ京浜東北線/北浦和駅 歩5分,北浦和,10.4,0.5,10.9
賃貸アパート,ＪＲ京浜東北線 北浦和駅 3階建 新築,ＪＲ京浜東北線/北浦和駅 歩5分,北浦和,10.5,0.5,11.0
賃貸アパート,ＪＲ京浜東北線 北浦和駅 3階建 新築,ＪＲ京浜東北線/北浦和駅 歩5分,北浦和,10.7,0.5,11.2
賃貸アパート,ＪＲ京浜東北線 北浦和駅 3階建 新築,ＪＲ京浜東北線/北浦和駅 歩5分,北浦和,10.7,0.5,11.2
賃貸アパート,ＪＲ京浜東北線 北浦和駅 3階建 新築,ＪＲ京浜東北線/北浦和駅 歩5分,北浦和,10.7,0.5,11.2
賃貸アパート,ＪＲ京浜東北線 北浦和駅 3階建 新築,ＪＲ京浜東北線/北浦和駅 歩5分,北浦和,10.8,0.5,11.3
賃貸マンション,エスポワール,ＪＲ高崎線/宮原駅 歩5分,宮原,9.9,0.7,10.6
賃貸アパート,東武東上線 和光市駅 3階建 築5年,東武東上線/和光市駅 歩4分,和光市,12.0,0.5,12.5
賃貸マンション,ルピナス　芝,ＪＲ京浜東北線/蕨駅 歩7分,蕨,13.5,0.7,14.2
賃貸アパート,エルシーク上尾,ＪＲ高崎線/上尾駅 歩7分,上尾,8.3,0.3,8.600000000000001
賃貸アパート,アミュドーナ土呂,湘南新宿ライン宇須/土呂駅 歩3分,土呂,10.8,0.7,11.5
賃貸アパート,アミュドーナ土呂,湘南新宿ライン宇須/土呂駅 歩3分,土呂,11.0,0.7,11.7
賃貸アパート,アミュドーナ土呂,湘南新宿ライン宇須/土呂駅 歩3分,土呂,12.0,0.7,12.7
賃貸アパート,アミュドーナ土呂,湘南新宿ライン宇須/土呂駅 歩3分,土呂,12.2,0.7,12.899999999999999
賃貸マンション,Ｌｉｎｏ元町,ＪＲ京浜東北線/北浦和駅 歩7分,北浦和,14.2,1.0,15.2
賃貸マンション,Ｌｉｎｏ元町,ＪＲ京浜東北線/北浦和駅 歩7分,北浦和,14.3,1.0,15.3
賃貸アパート,フォレストコート宮原,ＪＲ高崎線/宮原駅 歩3分,宮原,7.5,0.4,7.9
賃貸マンション,プランヴィラージュ並木,ＪＲ京浜東北線/西川口駅 歩5分,西川口,11.7,0.75,12.45
賃貸マンション,グリナージュ　テラス,ＪＲ埼京線/北戸田駅 歩5分,北戸田,13.2,0.8,14.0
賃貸マンション,cocon蕨,ＪＲ京浜東北線/蕨駅 歩6分,蕨,11.9,0.8,12.700000000000001
賃貸マンション,Ａｖａｎｃｅ,ＪＲ武蔵野線/南越谷駅 歩5分,南越谷,9.2,0.4,9.6
賃貸マンション,ＪＲ京浜東北線 蕨駅 8階建 築6年,ＪＲ京浜東北線/蕨駅 歩2分,蕨,9.4,0.7,10.1
賃貸アパート,湘南新宿ライン宇須 土呂駅 3階建 新築,湘南新宿ライン宇須/土呂駅 歩2分,土呂,12.1,0.45,12.549999999999999
賃貸アパート,湘南新宿ライン宇須 土呂駅 3階建 新築,湘南新宿ライン宇須/土呂駅 歩2分,土呂,12.2,0.45,12.649999999999999
賃貸アパート,湘南新宿ライン宇須 土呂駅 3階建 新築,湘南新宿ライン宇須/土呂駅 歩2分,土呂,12.2,0.45,12.649999999999999
賃貸アパート,湘南新宿ライン宇須 土呂駅 3階建 新築,湘南新宿ライン宇須/土呂駅 歩2分,土呂,12.3,0.45,12.75
賃貸アパート,湘南新宿ライン宇須 土呂駅 3階建 新築,湘南新宿ライン宇須/土呂駅 歩2分,土呂,12.3,0.45,12.75
賃貸アパート,湘南新宿ライン宇須 土呂駅 3階建 新築,湘南新宿ライン宇須/土呂駅 歩2分,土呂,12.4,0.45,12.85
賃貸マンション,ブレイブブロッサム　丸山台,東武東上線/和光市駅 歩7分,和光市,13.8,0.9,14.700000000000001
賃貸マンション,ブレイブブロッサム　丸山台,東武東上線/和光市駅 歩7分,和光市,14.0,0.9,14.9
賃貸マンション,プルースII,ＪＲ武蔵野線/東川口駅 歩7分,東川口,10.0,0.7,10.7
賃貸マンション,フェリシエール,東京メトロ有楽町線/和光市駅 歩6分,和光市,12.7,0.8,13.5
賃貸マンション,フェリシエール,東京メトロ有楽町線/和光市駅 歩6分,和光市,13.4,0.8,14.200000000000001
賃貸マンション,フェリシエール,東京メトロ有楽町線/和光市駅 歩6分,和光市,13.7,0.8,14.5
賃貸マンション,フェリシエール,東京メトロ有楽町線/和光市駅 歩6分,和光市,14.1,0.8,14.9
賃貸マンション,ＪＲ埼京線 与野本町駅 3階建 新築,ＪＲ埼京線/与野本町駅 歩2分,与野本町,15.7,0.9,16.599999999999998
賃貸マンション,サンドミール,ＪＲ埼京線/与野本町駅 歩2分,与野本町,15.7,0.9,16.599999999999998
賃貸アパート,ＪＲ京浜東北線 北浦和駅 4階建 築1年,ＪＲ京浜東北線/北浦和駅 歩2分,北浦和,13.5,1.0,14.5
賃貸アパート,ＪＲ京浜東北線 北浦和駅 4階建 築1年,ＪＲ京浜東北線/北浦和駅 歩2分,北浦和,13.5,1.0,14.5
賃貸アパート,ＪＲ京浜東北線 北浦和駅 4階建 築1年,ＪＲ京浜東北線/北浦和駅 歩2分,北浦和,13.7,1.0,14.7
賃貸マンション,メゾン・ドルチェ並木,ＪＲ京浜東北線/西川口駅 歩3分,西川口,11.3,0.86,12.16
賃貸マンション,ザ・グランドオペラ　並木,ＪＲ京浜東北線/西川口駅 歩6分,西川口,14.1,0.9,15.0
賃貸マンション,グランカーサ川口並木,ＪＲ京浜東北線/西川口駅 歩4分,西川口,13.6,1.0,14.6
賃貸アパート,東武伊勢崎線 蒲生駅 3階建 築1年,東武伊勢崎線/蒲生駅 歩4分,蒲生,11.5,0.55,12.05
賃貸アパート,Best Stage 瀬崎III,東武伊勢崎線/谷塚駅 歩6分,谷塚,7.7,0.3,8.0
賃貸アパート,PREMIAGE草加,東武伊勢崎線/新田駅 歩7分,新田,7.2,0.3,7.5
賃貸アパート,東武伊勢崎線 新田駅 3階建 築1年,東武伊勢崎線/新田駅 歩7分,新田,7.2,0.3,7.5
賃貸マンション,The Apartment ACE 3,東武伊勢崎線/新越谷駅 歩6分,新越谷,10.6,0.6,11.2
賃貸マンション,The Apartment ACE 3,東武伊勢崎線/新越谷駅 歩6分,新越谷,10.8,0.6,11.4
賃貸マンション,The Apartment ACE 3,東武伊勢崎線/新越谷駅 歩6分,新越谷,10.9,0.6,11.5
賃貸マンション,The Apartment ACE 3,東武伊勢崎線/新越谷駅 歩6分,新越谷,11.1,0.6,11.7
賃貸マンション,The Apartment ACE 3,東武伊勢崎線/新越谷駅 歩6分,新越谷,11.5,0.6,12.1
賃貸マンション,The Apartment ACE 3,東武伊勢崎線/新越谷駅 歩6分,新越谷,11.7,0.6,12.299999999999999
賃貸マンション,ＪＲ京浜東北線 西川口駅 10階建 新築,ＪＲ京浜東北線/西川口駅 歩3分,西川口,12.6,0.85,13.45
賃貸マンション,ＪＲ京浜東北線 西川口駅 10階建 新築,ＪＲ京浜東北線/西川口駅 歩3分,西川口,12.8,0.85,13.65
賃貸マンション,ＪＲ京浜東北線 西川口駅 10階建 新築,ＪＲ京浜東北線/西川口駅 歩3分,西川口,12.9,0.85,13.75
賃貸マンション,ＪＲ京浜東北線 西川口駅 10階建 新築,ＪＲ京浜東北線/西川口駅 歩3分,西川口,13.0,0.85,13.85
賃貸マンション,ＪＲ京浜東北線 西川口駅 10階建 新築,ＪＲ京浜東北線/西川口駅 歩3分,西川口,13.1,0.85,13.95
賃貸マンション,ＪＲ京浜東北線 西川口駅 10階建 新築,ＪＲ京浜東北線/西川口駅 歩3分,西川口,13.7,0.85,14.549999999999999
賃貸マンション,PRIME RESIDENCE NAMIKI,ＪＲ京浜東北線/西川口駅 歩2分,西川口,12.5,0.85,13.35
賃貸マンション,PRIME RESIDENCE NAMIKI,ＪＲ京浜東北線/西川口駅 歩2分,西川口,12.6,0.85,13.45
賃貸マンション,PRIME RESIDENCE NAMIKI,ＪＲ京浜東北線/西川口駅 歩2分,西川口,12.6,0.85,13.45
賃貸マンション,PRIME RESIDENCE NAMIKI,ＪＲ京浜東北線/西川口駅 歩2分,西川口,12.8,0.85,13.65
賃貸マンション,PRIME RESIDENCE NAMIKI,ＪＲ京浜東北線/西川口駅 歩2分,西川口,12.8,0.85,13.65
賃貸マンション,PRIME RESIDENCE NAMIKI,ＪＲ京浜東北線/西川口駅 歩2分,西川口,12.9,0.85,13.75
賃貸マンション,PRIME RESIDENCE NAMIKI,ＪＲ京浜東北線/西川口駅 歩2分,西川口,13.0,0.85,13.85
賃貸マンション,PRIME RESIDENCE NAMIKI,ＪＲ京浜東北線/西川口駅 歩2分,西川口,13.1,0.85,13.95
賃貸マンション,PRIME RESIDENCE NAMIKI,ＪＲ京浜東北線/西川口駅 歩2分,西川口,13.1,0.85,13.95
賃貸マンション,PRIME RESIDENCE NAMIKI,ＪＲ京浜東北線/西川口駅 歩2分,西川口,13.7,0.85,14.549999999999999
賃貸マンション,プラウドシティ武蔵浦和ステーションアリーナ,ＪＲ埼京線/武蔵浦和駅 歩1分,武蔵浦和,18.0,1.5,19.5
賃貸アパート,ＳＴＥＬＬＡ戸田公園,ＪＲ埼京線/戸田公園駅 歩5分,戸田公園,11.2,0.3,11.5
賃貸アパート,ＪＲ埼京線 戸田公園駅 3階建 築2年,ＪＲ埼京線/戸田公園駅 歩5分,戸田公園,11.2,0.3,11.5
賃貸マンション,曲尺手 KANENOTE,ＪＲ埼京線/戸田公園駅 歩3分,戸田公園,11.7,0.3,12.0
賃貸マンション,ＪＲ京浜東北線 大宮駅 13階建 新築,ＪＲ京浜東北線/大宮駅 歩6分,大宮,14.98,2.0,16.98
賃貸マンション,ＪＲ京浜東北線 大宮駅 13階建 新築,ＪＲ京浜東北線/大宮駅 歩6分,大宮,17.6,1.0,18.6
賃貸マンション,ＪＲ京浜東北線 大宮駅 13階建 新築,ＪＲ京浜東北線/大宮駅 歩6分,大宮,19.5,1.0,20.5
賃貸マンション,グランアクシオン,ＪＲ高崎線/上尾駅 歩6分,上尾,18.5,1.5,20.0
賃貸アパート,クラールホヌ,東武東上線/朝霞駅 歩7分,朝霞,9.4,0.5,9.9
賃貸アパート,クラールホヌ,東武東上線/朝霞駅 歩7分,朝霞,9.5,0.5,10.0
賃貸アパート,クラールホヌ,東武東上線/朝霞駅 歩7分,朝霞,10.4,0.5,10.9
賃貸アパート,クラールホヌ,東武東上線/朝霞駅 歩7分,朝霞,10.5,0.5,11.0
賃貸アパート,クラールホヌ,東武東上線/朝霞駅 歩7分,朝霞,10.6,0.5,11.1
賃貸アパート,クラールホヌ,東武東上線/朝霞駅 歩7分,朝霞,10.7,0.5,11.2
賃貸アパート,ココサクラ,ＪＲ宇都宮線/東大宮駅 歩4分,東大宮,6.9,0.5,7.4
賃貸マンション,東武伊勢崎線 蒲生駅 10階建 築3年,東武伊勢崎線/蒲生駅 歩1分,蒲生,10.9,1.0,11.9
賃貸マンション,ウィズプラス東川口,ＪＲ武蔵野線/東川口駅 歩5分,東川口,12.7,1.0,13.7
賃貸マンション,ウィズプラス東川口,ＪＲ武蔵野線/東川口駅 歩5分,東川口,13.0,1.0,14.0
賃貸マンション,ウィズプラス東川口,ＪＲ武蔵野線/東川口駅 歩5分,東川口,13.3,1.0,14.3
賃貸マンション,ウィズプラス東川口,ＪＲ武蔵野線/東川口駅 歩5分,東川口,13.3,1.0,14.3
賃貸マンション,ウィズプラス東川口,ＪＲ武蔵野線/東川口駅 歩5分,東川口,13.6,1.0,14.6
賃貸マンション,ウィズプラス東川口,ＪＲ武蔵野線/東川口駅 歩5分,東川口,13.6,1.0,14.6
賃貸マンション,ウィズプラス東川口,ＪＲ武蔵野線/東川口駅 歩5分,東川口,14.0,1.0,15.0
賃貸マンション,ウィズプラス東川口,ＪＲ武蔵野線/東川口駅 歩5分,東川口,14.5,1.0,15.5
賃貸マンション,ウィズプラス東川口,ＪＲ武蔵野線/東川口駅 歩5分,東川口,14.9,1.0,15.9
賃貸マンション,ウィズプラス東川口,ＪＲ武蔵野線/東川口駅 歩5分,東川口,15.3,1.0,16.3
賃貸マンション,ＪＲ武蔵野線 東川口駅 4階建 新築,ＪＲ武蔵野線/東川口駅 歩5分,東川口,12.9,1.0,13.9
賃貸マンション,ＪＲ武蔵野線 東川口駅 4階建 新築,ＪＲ武蔵野線/東川口駅 歩5分,東川口,13.1,1.0,14.1
賃貸マンション,ＪＲ武蔵野線 東川口駅 4階建 新築,ＪＲ武蔵野線/東川口駅 歩5分,東川口,13.6,1.0,14.6
賃貸マンション,ＪＲ武蔵野線 東川口駅 4階建 新築,ＪＲ武蔵野線/東川口駅 歩5分,東川口,14.5,1.0,15.5
賃貸マンション,ＪＲ武蔵野線 東川口駅 4階建 新築,ＪＲ武蔵野線/東川口駅 歩5分,東川口,14.5,1.0,15.5
賃貸アパート,東武伊勢崎線 新田駅 3階建 新築,東武伊勢崎線/新田駅 歩3分,新田,9.9,0.5,10.4
賃貸アパート,東武伊勢崎線 新田駅 3階建 新築,東武伊勢崎線/新田駅 歩3分,新田,10.1,0.5,10.6
賃貸アパート,Ａｌｌｕｒｅ,東武東上線/朝霞駅 歩6分,朝霞,11.8,1.0,12.8
賃貸アパート,Ａｌｌｕｒｅ,東武東上線/朝霞駅 歩6分,朝霞,12.0,1.0,13.0
賃貸マンション,Ｌａ　Ｖｅｒｔ北戸田,ＪＲ埼京線/北戸田駅 歩1分,北戸田,11.8,0.7,12.5
賃貸マンション,スカイ＆スクエアレジデンス,ＪＲ京浜東北線/大宮駅 歩4分,大宮,17.6,1.0,18.6
賃貸マンション,ソラーナ川口,ＪＲ京浜東北線/川口駅 歩6分,川口,12.3,0.6,12.9
賃貸マンション,ＫＡＥＤＥ,ＪＲ埼京線/中浦和駅 歩5分,中浦和,14.8,1.1,15.9
賃貸マンション,ヌーヴォトルチェ,ＪＲ京浜東北線/川口駅 歩7分,川口,12.4,1.1,13.5
賃貸マンション,Ｃｌａｉｒ武蔵浦和,ＪＲ埼京線/武蔵浦和駅 歩5分,武蔵浦和,11.7,0.7,12.399999999999999
賃貸マンション,いちえもんレジデンス,東武東上線/朝霞駅 歩2分,朝霞,14.0,1.0,15.0
賃貸マンション,Ｌａ　Ｖｅｒｔ下落合,ＪＲ京浜東北線/与野駅 歩5分,与野,12.1,1.0,13.1
賃貸マンション,Ｌａ　Ｖｅｒｔ下落合,ＪＲ京浜東北線/与野駅 歩5分,与野,12.1,1.0,13.1
賃貸マンション,Ｌａ　Ｖｅｒｔ下落合,ＪＲ京浜東北線/与野駅 歩5分,与野,12.2,1.0,13.2
賃貸マンション,Ｌａ　Ｖｅｒｔ下落合,ＪＲ京浜東北線/与野駅 歩5分,与野,12.2,1.0,13.2
賃貸マンション,Ｌａ　Ｖｅｒｔ下落合,ＪＲ京浜東北線/与野駅 歩5分,与野,12.3,1.0,13.3
賃貸マンション,Ｌａ　Ｖｅｒｔ下落合,ＪＲ京浜東北線/与野駅 歩5分,与野,12.3,1.0,13.3
賃貸マンション,Ｌａ　Ｖｅｒｔ下落合,ＪＲ京浜東北線/与野駅 歩5分,与野,12.9,1.0,13.9
賃貸マンション,ＪＲ京浜東北線 大宮駅 28階建 新築,ＪＲ京浜東北線/大宮駅 歩5分,大宮,26.2,1.0,27.2
賃貸マンション,ＪＲ武蔵野線 東浦和駅 3階建 新築,ＪＲ武蔵野線/東浦和駅 歩6分,東浦和,12.7,0.8,13.5
賃貸マンション,ＪＲ武蔵野線 東浦和駅 3階建 新築,ＪＲ武蔵野線/東浦和駅 歩6分,東浦和,12.9,0.8,13.700000000000001
賃貸マンション,ＪＲ武蔵野線 東浦和駅 3階建 新築,ＪＲ武蔵野線/東浦和駅 歩6分,東浦和,13.2,0.8,14.0
賃貸マンション,ＪＲ武蔵野線 東浦和駅 3階建 新築,ＪＲ武蔵野線/東浦和駅 歩6分,東浦和,13.3,0.9,14.200000000000001
賃貸マンション,ＪＲ武蔵野線 東浦和駅 3階建 新築,ＪＲ武蔵野線/東浦和駅 歩6分,東浦和,13.3,0.9,14.200000000000001
賃貸マンション,ＪＲ武蔵野線 東浦和駅 3階建 新築,ＪＲ武蔵野線/東浦和駅 歩6分,東浦和,13.6,0.9,14.5
賃貸アパート,つくばエクスプレス 八潮駅 3階建 築2年,つくばエクスプレス/八潮駅 歩6分,八潮,10.0,0.7,10.7
賃貸アパート,ａｎｇｅｌｏ,つくばエクスプレス/八潮駅 歩6分,八潮,10.0,0.7,10.7
賃貸アパート,ange,つくばエクスプレス/八潮駅 歩6分,八潮,10.3,0.65,10.950000000000001
賃貸アパート,つくばエクスプレス 八潮駅 3階建 築2年,つくばエクスプレス/八潮駅 歩6分,八潮,10.3,0.65,10.950000000000001
賃貸マンション,（シニア限定）ヘーベルヴィレッジ浦和南～ノーブルレジデンス～,ＪＲ京浜東北線/南浦和駅 歩6分,南浦和,13.7,2.9,16.599999999999998
賃貸マンション,ブライト南浦和弐番館,ＪＲ武蔵野線/南浦和駅 歩5分,南浦和,10.5,0.5,11.0
賃貸マンション,ベルウッド浦和,ＪＲ京浜東北線/浦和駅 歩7分,浦和,13.0,0.5,13.5
賃貸マンション,ルーミエＮ,ＪＲ武蔵野線/南浦和駅 歩5分,南浦和,11.4,0.3,11.700000000000001
賃貸マンション,リュミエール,東武東上線/朝霞駅 歩2分,朝霞,12.1,0.8,12.9
賃貸マンション,リュミエール,東武東上線/朝霞駅 歩2分,朝霞,12.4,0.8,13.200000000000001
賃貸マンション,リュミエール,東武東上線/朝霞駅 歩2分,朝霞,12.6,0.8,13.4
賃貸マンション,リュミエール,東武東上線/朝霞駅 歩2分,朝霞,13.0,0.8,13.8
賃貸マンション,リュミエール,東武東上線/朝霞駅 歩2分,朝霞,13.6,0.8,14.4
賃貸アパート,ディール北浦和II,ＪＲ京浜東北線/北浦和駅 歩5分,北浦和,10.6,0.5,11.1
賃貸アパート,ディール北浦和II,ＪＲ京浜東北線/北浦和駅 歩5分,北浦和,10.6,0.5,11.1
賃貸アパート,ディール北浦和II,ＪＲ京浜東北線/北浦和駅 歩5分,北浦和,10.8,0.5,11.3
賃貸アパート,ディール北浦和II,ＪＲ京浜東北線/北浦和駅 歩5分,北浦和,10.9,0.5,11.4
賃貸アパート,ディール北浦和II,ＪＲ京浜東北線/北浦和駅 歩5分,北浦和,10.9,0.5,11.4
賃貸アパート,ディール北浦和II,ＪＲ京浜東北線/北浦和駅 歩5分,北浦和,10.9,0.5,11.4
賃貸アパート,ディール北浦和II,ＪＲ京浜東北線/北浦和駅 歩5分,北浦和,11.0,0.5,11.5
賃貸アパート,ディール北浦和II,ＪＲ京浜東北線/北浦和駅 歩5分,北浦和,11.1,0.5,11.6
賃貸アパート,ディール北浦和II,ＪＲ京浜東北線/北浦和駅 歩5分,北浦和,11.1,0.5,11.6
賃貸アパート,ディール北浦和II,ＪＲ京浜東北線/北浦和駅 歩5分,北浦和,11.2,0.5,11.7
賃貸アパート,ディール北浦和II,ＪＲ京浜東北線/北浦和駅 歩5分,北浦和,11.3,0.5,11.8
賃貸アパート,ディール北浦和II,ＪＲ京浜東北線/北浦和駅 歩5分,北浦和,11.4,0.5,11.9
賃貸マンション,デュオヴェール川口芝テラス,ＪＲ京浜東北線/蕨駅 歩7分,蕨,12.0,1.0,13.0
賃貸マンション,ＪＲ京浜東北線 与野駅 4階建 新築,ＪＲ京浜東北線/与野駅 歩3分,与野,13.7,1.0,14.7
賃貸マンション,ＪＲ京浜東北線 与野駅 4階建 新築,ＪＲ京浜東北線/与野駅 歩3分,与野,13.8,1.0,14.8
賃貸マンション,ＪＲ京浜東北線 与野駅 4階建 新築,ＪＲ京浜東北線/与野駅 歩3分,与野,14.0,1.0,15.0
賃貸マンション,(仮称)GRAND RESILIENCE 川口幸町,ＪＲ京浜東北線/川口駅 歩6分,川口,11.7,0.8,12.5
賃貸マンション,(仮称)GRAND RESILIENCE 川口幸町,ＪＲ京浜東北線/川口駅 歩6分,川口,11.7,0.8,12.5
賃貸マンション,(仮称)GRAND RESILIENCE 川口幸町,ＪＲ京浜東北線/川口駅 歩6分,川口,12.0,0.8,12.8
賃貸マンション,(仮称)GRAND RESILIENCE 川口幸町,ＪＲ京浜東北線/川口駅 歩6分,川口,12.2,0.8,13.0
賃貸マンション,(仮称)GRAND RESILIENCE 川口幸町,ＪＲ京浜東北線/川口駅 歩6分,川口,12.2,0.8,13.0
賃貸マンション,(仮称)GRAND RESILIENCE 川口幸町,ＪＲ京浜東北線/川口駅 歩6分,川口,12.2,0.8,13.0
賃貸マンション,(仮称)GRAND RESILIENCE 川口幸町,ＪＲ京浜東北線/川口駅 歩6分,川口,12.3,0.8,13.100000000000001
賃貸マンション,(仮称)GRAND RESILIENCE 川口幸町,ＪＲ京浜東北線/川口駅 歩6分,川口,12.3,0.8,13.100000000000001
賃貸マンション,(仮称)GRAND RESILIENCE 川口幸町,ＪＲ京浜東北線/川口駅 歩6分,川口,12.3,0.8,13.100000000000001
賃貸マンション,(仮称)GRAND RESILIENCE 川口幸町,ＪＲ京浜東北線/川口駅 歩6分,川口,12.4,0.8,13.200000000000001
賃貸マンション,(仮称)GRAND RESILIENCE 川口幸町,ＪＲ京浜東北線/川口駅 歩6分,川口,12.4,0.8,13.200000000000001
賃貸マンション,(仮称)GRAND RESILIENCE 川口幸町,ＪＲ京浜東北線/川口駅 歩6分,川口,12.5,0.8,13.3
賃貸マンション,(仮称)GRAND RESILIENCE 川口幸町,ＪＲ京浜東北線/川口駅 歩6分,川口,12.6,0.8,13.4
賃貸マンション,(仮称)GRAND RESILIENCE 川口幸町,ＪＲ京浜東北線/川口駅 歩6分,川口,12.7,0.8,13.5
賃貸マンション,(仮称)GRAND RESILIENCE 川口幸町,ＪＲ京浜東北線/川口駅 歩6分,川口,12.8,0.8,13.600000000000001
賃貸マンション,(仮称)GRAND RESILIENCE 川口幸町,ＪＲ京浜東北線/川口駅 歩6分,川口,13.7,0.8,14.5
賃貸マンション,(仮称)GRAND RESILIENCE 川口幸町,ＪＲ京浜東北線/川口駅 歩6分,川口,13.7,0.8,14.5
賃貸マンション,(仮称)GRAND RESILIENCE 川口幸町,ＪＲ京浜東北線/川口駅 歩6分,川口,13.8,0.8,14.600000000000001
賃貸マンション,(仮称)GRAND RESILIENCE 川口幸町,ＪＲ京浜東北線/川口駅 歩6分,川口,13.8,0.8,14.600000000000001
賃貸マンション,(仮称)GRAND RESILIENCE 川口幸町,ＪＲ京浜東北線/川口駅 歩6分,川口,13.9,0.8,14.700000000000001
賃貸マンション,(仮称)GRAND RESILIENCE 川口幸町,ＪＲ京浜東北線/川口駅 歩6分,川口,13.9,0.8,14.700000000000001
賃貸マンション,(仮称)GRAND RESILIENCE 川口幸町,ＪＲ京浜東北線/川口駅 歩6分,川口,13.9,0.8,14.700000000000001
賃貸マンション,(仮称)GRAND RESILIENCE 川口幸町,ＪＲ京浜東北線/川口駅 歩6分,川口,14.0,0.8,14.8
賃貸マンション,(仮称)GRAND RESILIENCE 川口幸町,ＪＲ京浜東北線/川口駅 歩6分,川口,14.0,0.8,14.8
賃貸マンション,(仮称)GRAND RESILIENCE 川口幸町,ＪＲ京浜東北線/川口駅 歩6分,川口,14.0,0.8,14.8
賃貸マンション,(仮称)GRAND RESILIENCE 川口幸町,ＪＲ京浜東北線/川口駅 歩6分,川口,14.1,0.8,14.9
賃貸マンション,ＪＲ京浜東北線 南浦和駅 3階建 築4年,ＪＲ京浜東北線/南浦和駅 歩4分,南浦和,17.9,1.0,18.9
賃貸アパート,Ruelle Kawaguchi(リュエル　カワグチ),ＪＲ京浜東北線/西川口駅 歩6分,西川口,10.2,0.4,10.6
賃貸マンション,ＪＲ京浜東北線 西川口駅 3階建 築6年,ＪＲ京浜東北線/西川口駅 歩5分,西川口,11.7,0.75,12.45
賃貸マンション,アミコート　ミヤオ,ＪＲ埼京線/与野本町駅 歩4分,与野本町,14.7,0.9,15.6
賃貸マンション,（シニア限定）ヘーベルヴィレッジ川口,ＪＲ京浜東北線/川口駅 歩6分,川口,15.6,3.0,18.6
賃貸マンション,（シニア限定）ヘーベルヴィレッジ川口,ＪＲ京浜東北線/川口駅 歩6分,川口,15.6,3.0,18.6
賃貸マンション,（シニア限定）ヘーベルヴィレッジ川口,ＪＲ京浜東北線/川口駅 歩6分,川口,16.1,3.0,19.1
